objid,modelmag_u,modelmag_g,modelmag_r,modelmag_i,modelmag_z,z
588013383269089438,20.394,19.641,18.724,18.74,18.786,3.704
587733399180869820,22.915,20.318,19.999,19.972,20.036,3.038
587733410452799735,24.616,20.666,19.825,19.589,19.36,3.409
587733423334293587,21.784,19.934,19.012,18.996,18.839,3.668
588017625626116194,21.94,19.688,19.565,19.502,19.351,3.034
587732483292594295,22.561,19.916,19.355,19.044,19.126,3.236
587732484364959863,22.623,20.765,19.445,19.153,18.842,3.575
587732577765687497,24.206,22.705,20.176,19.35,19.146,4.49
588017110221455454,25.864,20.984,19.942,19.706,19.515,3.877
588017115592065140,22.293,19.833,19.469,19.389,19.417,3.206
587735696981753994,25.35,21.355,20.435,20.217,20.069,3.512
587735743691358404,23.577,19.875,19.41,19.271,19.186,3.251
588848900981194949,24.792,21.394,19.69,19.64,19.589,4.035
587725503409422435,24.695,21.529,19.828,19.674,19.366,3.857
587734303802917199,24.495,20.704,19.306,19.046,19.034,4.12
588017704546926718,22.984,20.481,20.069,20.044,19.933,3.22
588017712051323229,24.48,21.389,20.024,19.816,19.722,3.945
588017721178980507,25.046,22.634,21.001,19.837,19.965,4.626
587734949122343147,21.591,19.934,19.68,19.537,19.565,3.059
587735042542141615,23.142,19.694,18.567,18.467,18.372,3.781
587735239569244486,25.427,20.956,20.249,20.109,20.112,3.382
588848899934127904,25.509,21.794,20.219,20.008,19.766,3.735
587727220868055403,26.045,20.964,20.236,20.029,20.073,3.401
587735663159279768,22.67,20.397,19.969,19.762,19.779,3.093
587735694835122466,24.844,21.232,20.353,20.077,20.143,3.404
588297864724676731,23.417,20.509,20.257,20.141,20.256,3.125
587725818038321480,24.278,22.764,20.034,19.462,19.179,4.535
587735343182774829,25.371,22.112,20.356,20.168,19.684,3.801
587735344798433412,24.506,20.491,19.739,19.533,19.462,3.431
587735348030275726,24.755,20.156,19.178,19.171,19.149,3.652
588018055111049489,24.117,24.06,21.753,19.927,19.56,4.668
588018056184266900,23.044,20.49,20.097,20.02,20.159,3.293
588018089471705566,25.567,21.14,20.142,20.04,19.908,3.607
587735348566818964,22.659,20.207,19.78,19.688,19.748,3.214
587735349644558439,21.089,18.761,18.358,18.214,18.16,3.075
588018252679282860,23.67,22.764,20.428,19.074,19.034,4.707
588295840168870017,25.421,20.719,19.456,19.274,19.255,3.671
588297863103905968,24.677,20.951,19.894,19.809,19.65,3.737
587739809951645836,21.899,20.254,20.154,20.001,20.067,3.062
587739305291874425,22.271,20.264,19.983,19.913,19.97,3.034
587739407312552062,22.869,20.653,20.27,20.108,20.002,3.105
587729158443303185,23.426,21.283,20.068,19.758,19.217,3.669
587738950952026444,23.981,21.642,19.937,19.642,19.605,3.782
587728308563411041,22.221,20.198,19.673,19.582,19.666,3.384
587725551727608275,24.451,21.061,19.586,19.281,19.215,4.033
587728668808642723,22.764,20.203,19.952,19.955,19.966,3.063
587736619867112052,26.372,20.248,19.701,18.981,18.706,3.237
587736754077696346,25.677,20.816,19.998,19.81,19.799,3.542
587736899035660569,23.07,20.531,20.233,20.134,20.103,3.081
587736920507482434,23.05,20.878,20.546,20.24,20.178,3.144
587736524834799999,23.592,21.003,19.73,19.638,19.639,3.879
587736584976597387,22.366,20.082,19.814,19.926,19.835,3.033
587727222477947394,24.534,24.519,20.463,20.172,19.528,4.29
587736940911329527,22.706,20.114,19.716,19.521,19.45,3.188
587736962919891063,23.357,19.384,18.483,18.242,18.01,3.461
587737825139491103,23.313,20.573,20.424,20.276,19.774,3.064
587739097525190852,25.703,21.377,19.639,19.361,19.379,4.317
587739114701652260,22.871,19.743,19.501,19.536,19.465,3.199
587728905027518768,23.044,19.294,18.942,18.863,18.822,3.308
587728930270085387,25.42,20.968,19.836,19.655,19.55,3.918
587737827284681400,25.273,25.066,22.197,19.997,19.943,4.791
587738195573801253,25.507,19.515,18.734,18.587,18.578,3.435
587738409786212583,25.312,20.355,19.732,19.542,19.478,3.399
587728932416520445,23.491,20.518,20.134,19.99,19.871,3.301
587738411409670302,23.643,20.437,19.274,19.071,18.97,3.542
587738569777807492,23.242,20.884,20.505,20.237,20.089,3.128
587738615415111726,21.312,19.579,19.39,19.403,19.367,3.053
587729385534390466,25.901,21.018,20.075,19.865,19.584,3.54
587729387139694841,24.502,20.864,20.018,19.919,19.793,3.616
587738946683535443,22.473,20.426,20.088,20.026,20.22,3.313
587729408619774321,21.681,19.325,18.99,18.924,18.867,3.149
587739157655912559,24.096,20.764,20.297,20.14,20.173,3.371
587739303141441636,23.301,20.428,20.059,19.967,19.956,3.124
587730774423699712,21.244,18.978,18.444,18.081,18.109,3.185
587739407305408677,23.819,21.626,20.298,20.05,20.065,3.901
587739608619089995,21.699,19.912,19.669,19.585,19.628,3.279
587729752207393098,23.112,20.384,18.528,18.513,18.028,3.776
587739377770954929,22.65,20.685,20.377,20.268,20.054,3.053
588007004715155614,23.011,20.795,19.616,19.528,19.376,3.622
587733080810913896,20.758,19.012,18.827,18.809,18.712,3.082
587733397026111676,20.942,19.22,18.9,18.761,18.68,3.018
588017566023221449,25.72,22.45,20.416,19.673,19.713,4.331
587725041169072361,24.87,20.682,19.295,19.338,19.377,3.896
587733440508789007,25.876,23.317,20.595,19.785,19.17,4.404
587733603719708864,24.66,20.762,19.802,19.665,19.416,3.722
587733605341724882,20.802,19.414,19.246,19.415,19.246,3.106
588017978878918763,24.264,19.695,18.753,18.415,18.001,3.452
588017979443183827,22.309,20.456,20.21,20.069,20.144,3.116
587730022792954103,24.204,20.335,19.368,19.322,19.202,3.666
587734690884551024,26.031,21.388,20.208,20.19,20.349,3.684
587734892218482784,22.115,18.584,18.105,17.957,17.885,3.174
588017947210350660,25.129,20.102,18.943,18.818,18.763,3.716
588017948813689002,22.635,19.851,19.536,19.089,18.683,3.044
587732152568316105,22.87,21.158,19.942,19.839,19.898,3.624
587732471457448319,23.885,20.938,19.99,19.799,19.933,3.707
587732482765095129,23.37,22.046,20.134,19.915,19.698,4.052
587731185129160877,21.376,19.12,18.683,18.561,18.494,3.024
587732578835628201,23.842,19.709,18.628,18.367,18.22,3.529
587732582588285016,22.823,19.594,19.359,19.412,19.3,3.097
587732701793419450,23.201,20.288,19.552,19.405,19.245,3.482
588016840707801471,23.465,20.76,20.32,20.095,20.208,3.255
588016879902064819,23.729,20.641,19.375,19.222,19.088,3.867
587731522820243649,21.691,20.045,19.894,19.878,19.477,3.098
587731680653017337,23.264,20.431,20.077,20.089,19.954,3.171
587731868561637584,25.308,21.041,20.199,19.995,19.947,3.497
588015508189741200,25.927,20.096,19.071,18.866,18.583,3.584
587732052704493651,20.35,18.595,18.384,18.352,18.276,3.311
587722981746409609,25.008,20.451,18.991,18.537,18.451,4.112
587732702866440436,23.887,21.094,19.943,19.883,19.834,3.754
587732771039543374,23.333,19.71,19.301,19.076,18.929,3.311
587732772122591377,21.792,19.164,18.762,18.697,18.676,3.32
588017627771306153,24.29,24.941,22.3,20.018,20.349,4.811
588017702939459757,23.384,20.238,19.926,19.851,19.793,3.303
587731513680461980,22.384,19.18,17.897,17.912,17.88,3.834
587733399175889028,22.092,19.263,18.64,18.511,18.404,3.36
587733410451030152,23.629,20.677,19.311,19.148,19.094,3.971
587733412597530742,25.83,20.639,20.218,20.237,20.087,3.344
588017625623298200,24.826,21.785,19.566,19.077,18.762,4.213
587732483289448688,25.514,21.251,19.861,19.781,19.763,3.916
587732484364501093,20.638,19.313,19.153,19.13,19.173,3.126
587732577763787062,25.735,21.74,20.256,20.131,19.874,3.718
588017110217392250,21.846,19.129,18.946,18.985,18.968,3.046
588017115588788370,23.573,21.33,19.342,19.308,19.297,4.095
587735696977756313,19.875,18.465,18.308,18.29,18.221,3.233
587735743685525635,20.482,18.985,18.734,18.688,18.696,3.092
588848900968546533,24.809,21.36,19.755,19.553,19.591,3.717
587725491599507526,22.266,19.854,19.598,19.609,19.389,3.159
587734303265522053,25.798,21.01,19.549,19.256,19.143,4.115
588017704546599043,26.198,20.484,19.805,19.565,19.383,3.398
588017711512354929,22.524,19.932,19.668,19.557,19.479,3.08
588017720646172792,22.183,19.668,19.309,19.358,19.333,3.289
587725819102888121,23.38,21.562,20.034,19.951,20.023,3.88
587734949118869819,24.404,20.681,20.221,20.134,19.928,3.35
587735042540830977,22.853,19.523,19.182,19.104,19.064,3.301
588848899922198780,22.45,20.884,20.463,19.906,19.337,3.306
587727220863140134,24.424,20.301,19.565,19.418,19.373,3.308
587735663155871980,24.274,21.689,20.105,19.823,19.694,3.911
587735665857659320,24.126,19.781,19.002,18.885,18.84,3.543
587735667451691127,25.94,20.309,19.434,19.342,19.315,3.463
588297864710979912,23.78,20.599,19.538,19.431,19.459,3.686
588298662505873592,22.735,20.072,19.934,19.89,19.788,3.122
587725816407195852,25.338,21.315,20.164,20.251,20.181,3.831
587725818030326059,24.875,21.652,20.232,19.925,19.969,3.775
587735343179432840,25.414,21.438,20.133,19.788,19.79,3.935
587735344795746662,25.379,21.101,20.138,20.03,20.071,3.585
587735348026605760,23.95,21.139,20.063,19.95,20.025,3.584
588018055109542064,25.511,19.728,18.54,18.472,18.437,3.807
588018055665090914,22.345,19.743,18.4,18.169,18.02,3.893
587735348565770492,23.867,19.885,19.534,19.369,19.282,3.32
587735349643444437,25.256,23.426,20.698,20.031,19.41,4.055
587735489752596634,21.642,20.089,19.87,19.851,19.851,3.186
588018091617616029,21.307,19.272,18.987,18.858,18.709,3.011
588290881103134918,24.22,21.071,20.169,20.089,19.93,3.591
588295842862399597,21.18,19.356,19.13,19.003,19.049,3.03
587730816826146934,21.324,18.559,18.015,17.8,17.717,3.259
587739132952969414,25.005,21.384,20.143,20.033,20.082,3.65
587738617566134363,22.483,20.075,19.816,19.816,19.798,3.308
587726879423332506,21.472,19.847,19.589,19.564,19.505,3.124
587727780816420985,21.442,19.941,19.593,19.619,19.545,3.04
587726033338040936,23.515,22.544,20.213,19.768,19.432,4.235
587739646747934809,24.09,20.511,19.36,19.21,18.838,3.926
587724199357448918,24.521,23.72,20.686,20.307,19.87,4.326
587738950415351946,21.375,19.831,19.724,19.518,19.349,3.114
588010359609753768,21.481,19.125,18.806,18.63,18.457,3.147
587736618783867217,25.799,22.974,20.997,19.905,19.542,4.48
587736751929622886,25.924,25.003,21.296,19.818,19.459,4.956
587736782540177911,21.729,20.635,19.674,19.673,19.666,3.657
587727867252113864,22.008,19.327,18.859,18.448,18.465,3.021
587736808844427440,24.4,20.633,20.309,20.154,20.057,3.175
587736915139625082,25.256,21.044,20.376,20.223,20.171,3.51
587736940372754592,24.045,20.492,19.187,19.08,19.142,3.94
587736542027055536,23.046,20.675,20.22,20.165,19.877,3.212
587736586035265689,24.513,20.676,19.927,19.859,19.668,3.49
587727221405712800,25.977,21.422,19.888,19.54,19.418,4.089
587736941989789864,21.435,19.819,18.835,18.907,18.476,3.654
587737808491708740,24.808,20.132,19.839,19.625,19.339,3.094
587738947755966617,23.957,20.2,19.605,19.456,19.388,3.366
587738953107308651,24.761,20.749,20.084,19.93,19.672,3.405
587739098593099978,25.371,21.391,19.727,19.583,19.509,3.768
587739115244290277,21.755,19.947,19.591,19.556,19.385,3.109
587728917908619476,23.481,22.148,20.379,20.419,20.569,4.029
587728931337732324,24.295,20.889,19.948,19.674,19.509,3.431
587738066188304897,24.468,21.767,20.116,19.603,19.514,4.283
587738371135766929,21.962,19.9,19.712,19.682,19.652,3.03
587728949590556842,25.229,21.209,19.674,19.384,19.382,4.036
587738568164507827,22.837,20.634,20.275,20.002,19.917,3.122
587738570319659193,23.465,20.544,19.646,19.564,19.577,3.653
587729386072768664,26.362,20.643,19.317,19.421,19.399,3.664
587738946131525812,22.795,20.847,19.544,19.67,19.673,3.845
587738947215491125,23.767,20.388,19.798,19.629,19.648,3.491
587729387676565621,22.223,20.11,19.854,19.83,19.879,3.225
587739156578631884,24.929,20.67,19.807,19.669,19.603,3.437
587739158721593506,21.193,19.7,19.545,19.608,19.646,3.047
587730775487480121,21.682,19.637,19.484,19.475,19.284,3.044
587739407833694571,24.994,22.509,20.506,19.442,19.107,4.52
587739506087231595,20.009,18.591,18.391,18.415,18.299,3.022
587739609162645653,24.677,20.466,20.168,20.144,20.325,3.134
587729773144375513,21.063,19.083,18.696,18.51,18.486,3.064
587729777981260093,26.091,23.042,20.151,19.09,18.734,4.586
587739376690856130,22.487,19.916,19.631,19.489,19.362,3.298
587739377782554744,21.233,19.403,19.23,19.135,19.122,3.194
588007004169699774,25.194,21.024,20.24,20.091,20.001,3.519
588007005256745134,25.078,21.738,20.006,19.164,18.932,4.434
587722983899726019,23.451,21.001,19.643,19.538,19.572,3.702
587733079208755392,23.391,20.836,20.036,19.797,19.753,3.437
587733081354403933,23.465,19.94,19.624,19.574,19.62,3.235
587733398097035433,21.883,19.727,19.442,19.344,19.243,3.04
588017567101288556,22.334,19.775,19.497,19.476,19.566,3.23
588017604159078535,20.134,18.8,18.585,18.526,18.429,3.065
587724649800925333,20.673,19.224,19.084,18.981,18.868,3.086
587733441053196677,24.896,21.895,20.191,19.832,19.659,4.115
587733604262871397,24.817,21.368,19.997,19.692,19.676,4.15
588017978907295957,23.106,19.892,19.442,19.429,19.376,3.324
588017979964063938,23.755,23.91,20.993,19.402,19.279,5.005
587729778521538899,23.863,20.069,19.145,18.9,18.774,3.456
587729971787596048,21.428,19.568,19.247,19.026,18.96,3.22
587730772805484821,24.032,20.474,19.859,19.75,19.691,3.339
587739706330841228,23.328,20.245,19.285,19.189,19.047,3.688
587739810498806152,25.714,21.146,19.985,19.87,19.712,3.623
587734893289275521,26.141,21.063,20.01,19.836,19.629,3.647
588017947756265601,23.405,20.321,19.74,19.566,19.562,3.276
588017949351805154,25.812,21.04,19.648,19.784,19.714,3.757
588017977819398312,24.211,20.354,19.646,19.527,19.52,3.543
587732154178535577,23.251,20.58,19.924,19.683,19.289,3.282
588015508752564388,20.147,17.936,17.637,17.521,17.416,3.231
587731186734006469,24.844,20.017,18.8,18.773,18.901,3.771
587732583130726555,25.227,22.602,20.17,19.528,19.115,4.245
588015510363963665,23.948,21.203,19.711,19.476,19.149,3.782
588016841786982652,23.557,20.736,20.492,20.246,20.333,3.105
587731679581307023,22.463,20.301,19.975,19.946,19.813,3.079
587731681192771749,21.906,19.996,19.811,19.887,20.052,3.044
587731511540056209,21.515,19.653,19.431,19.395,19.272,3.165
588010360155013326,24.551,19.978,19.343,19.191,19.091,3.342
587722982299271450,23.9,19.513,18.866,18.455,18.273,3.293
587732703405605099,25.886,22.193,20.474,20.099,19.958,4.295
587732771575627989,21.72,19.816,19.523,19.471,19.407,3.178
587732772653236395,22.531,19.678,19.163,19.154,18.999,3.365
588017678765261062,24.137,21.317,20.133,19.975,19.788,3.739
587731520671973824,24.364,20.732,20.305,20.165,20.198,3.097
587733399709679820,26.054,21.443,19.952,19.786,19.665,4.005
587733411516317807,22.406,19.286,18.988,18.932,18.937,3.142
587733428159840341,21.568,19.954,19.782,19.917,20.292,3.157
588017605766807635,21.976,19.417,19.114,19.02,19.039,3.025
588017626702938351,24.628,20.846,20.287,20.099,20.055,3.285
587732483813671055,23.778,20.245,19.922,19.789,19.975,3.218
587732484887412868,22.034,20.244,20.04,20.05,20.046,3.06
588016891707458052,22.966,22.044,20.274,20.171,19.902,3.997
588017111290413164,24.101,20.131,18.883,18.885,19.003,3.846
587735694840168592,23.744,20.602,19.337,19.161,19.018,3.781
587735742078648691,23.633,21.986,19.778,19.448,19.411,3.917
587735744223183182,23.851,20.792,20.422,20.028,19.763,3.149
587733608017101171,23.137,20.315,20.083,20.031,20.22,3.083
587734622167302181,23.866,21.47,20.235,20.077,19.942,3.637
588017705067938048,26.38,21.606,20.328,20.053,20.16,3.58
588017713657217196,22.203,19.913,19.65,19.577,19.635,3.1
588017721717293273,24.029,21.911,19.869,19.61,19.208,4.094
587734949128372460,25.308,20.992,20.001,19.811,19.884,3.537
587735043078357543,23.752,20.621,20.319,20.202,20.095,3.036
588848898828927206,24.483,20.968,19.633,19.524,19.529,3.744
587735661012123819,24.155,19.965,19.561,19.435,19.46,3.274
587735664770089028,20.823,18.624,18.308,18.125,18.079,3.205
587735666391646577,23.677,21.288,20.147,19.969,19.996,3.931
588297863637303565,24.516,20.868,20.279,20.093,19.912,3.369
588297865258074237,21.921,19.676,19.464,19.463,19.515,3.2
588298663576141940,23.536,20.25,20.166,20.054,19.849,3.239
587735240108015845,24.684,20.694,20.289,20.118,20.024,3.24
587735343718203872,23.019,20.935,19.796,19.656,19.613,3.633
588017979982610558,21.66,19.027,18.563,18.459,18.363,3.318
588018055125926261,23.564,21.888,20.446,20.052,20.216,4.062
588018056201896289,23.417,20.186,19.859,19.871,19.771,3.108
588018090015261381,21.955,20.264,19.975,19.984,19.926,3.078
587735349096153311,22.158,20.273,20.207,20.086,20.058,3.088
587735430155272309,22.768,20.39,20.153,20.011,19.987,3.24
588018253217792317,22.401,20.258,19.925,19.918,19.894,3.229
588295841243070628,24.44,20.397,20.085,19.987,19.714,3.217
587726031169781909,23.575,21.317,19.976,19.768,19.783,3.939
588010878764777873,23.141,20.841,20.424,20.256,20.241,3.361
588010357998747926,24.718,22.349,20.119,20.045,19.583,3.821
588017978350567478,23.918,19.562,18.992,18.892,18.795,3.371
588017603601367193,23.816,20.843,20.092,19.698,19.331,3.376
587739406785577081,24.144,20.841,19.54,19.406,19.362,3.787
587730818435645988,26.494,26.295,21.909,19.799,19.601,5.142
587729160053784769,21.231,19.475,19.298,19.25,19.191,3.059
587727867252245692,24.861,23.395,20.758,20.382,20.267,4.459
587736915140739249,23.768,19.97,19.56,19.46,19.474,3.197
587736940373672065,23.216,20.428,19.703,19.081,18.892,3.053
587728677392154835,22.83,19.655,19.454,19.498,19.427,3.035
587736618785636642,25.523,21.176,20.061,19.928,19.919,3.68
587736751931785392,25.092,20.36,19.351,19.173,19.102,3.627
587736783067349208,22.86,20.423,20.047,19.878,19.688,3.232
587726877814817457,26.873,23.305,21.08,20.167,20.219,4.534
587736542028824901,24.744,20.636,20.247,20.238,20.189,3.288
587736586036576435,23.778,20.552,19.901,19.189,19.095,3.098
587727221406368150,24.339,21.076,19.906,19.84,19.76,3.776
587727223545071149,21.238,18.39,18.041,17.92,17.714,3.263
587736941991035171,20.918,19.091,18.77,18.777,18.766,3.257
587737808492233065,24.049,20.966,19.711,19.563,19.413,3.799
587738947758850087,20.369,19.159,18.873,18.681,18.793,3.086
587739096444829806,23.772,20.842,19.804,19.737,19.484,3.587
587739098593296593,25.057,20.986,20.025,20.082,19.958,3.73
587728917910716638,22.583,20.45,19.675,19.104,18.711,3.031
587728931338584247,23.6,20.79,20.248,20.134,20.215,3.318
587738066191253782,21.969,19.666,19.403,19.332,19.11,3.063
587728950125789290,22.023,20.549,20,19.648,19.413,3.046
587738568171126958,25.261,20.908,20.03,19.789,19.7,3.307
587738570850959503,22.423,19.797,19.478,19.39,19.318,3.148
587729386072899787,25.171,20.213,19.79,19.541,19.397,3.214
587738616483938415,21.607,19.755,19.439,19.367,19.344,3.179
587738946133229650,22.742,19.526,19.199,19.168,19.196,3.364
587738947216015456,22.209,20.316,19.973,20.129,20.015,3.056
587729387680760061,24.228,21.719,20.217,20.055,19.929,3.92
587729652889092541,22.352,19.477,19.311,19.307,19.306,3.08
587739156581253218,21.166,19.106,18.816,18.724,18.616,3.331
587739158723494082,24.161,20.385,19.366,19.331,19.311,3.658
587730775487742426,23.601,20.909,20.352,20.218,20.004,3.312
587730818436563256,25.168,20.514,20.057,19.925,19.982,3.286
587739407834546512,25.264,23.211,20.954,19.801,19.55,4.619
587739506614599774,19.717,18.527,18.476,18.487,18.484,3.007
587739609162711177,25.134,26.231,20.553,19.235,18.401,5.292
587729773146210398,22.856,19.897,19.691,19.811,19.778,3.125
587729777982374048,21.774,18.743,18.071,17.866,17.679,3.399
587739405696238098,24.478,21.22,20.707,20.089,19.938,3.148
587731892186906957,25.138,20.798,20.321,20.121,20.006,3.335
588007004170158488,24.158,21.724,20.154,20.038,20.035,4.014
587722983903658176,22.112,20.502,19.349,19.296,19.204,3.713
587733079733698711,21.463,19.447,19.12,18.993,19.089,3.12
587733081355911399,26.14,21.52,19.439,19.042,18.873,4.216
587733398097494155,21.111,19.689,19.451,19.365,19.249,3.197
588017567629836415,25.202,21.232,20.009,19.915,19.679,3.635
588017603601498199,23.749,20.567,20.07,19.886,19.899,3.327
587724650327507227,24.29,25.892,22.085,19.688,19.544,4.884
587725074453299528,23.092,20.026,19.805,19.934,19.802,3.191
587733441055097286,24.682,20.665,20.107,19.947,19.881,3.403
587733604264575280,21.801,20.047,19.801,19.825,19.825,3.265
588017978351485135,25.565,21.056,20.113,19.99,19.698,3.53
588017978907623769,25.923,23.199,20.65,20.162,19.855,4.1
588017979965374737,26.596,20.727,20.286,20.009,19.786,3.117
587729778522391157,23.302,21.276,20.511,20.205,20.002,3.5
587729971788644729,22.428,21.288,19.637,19.393,19.446,4.179
587730772808630597,23.845,20.81,19.526,19.393,19.161,3.681
587739706331889811,24.571,21.538,20.335,20.227,20.468,3.807
587734691962028291,21.405,19.608,19.401,19.471,19.49,3.128
587734893289275533,23.355,20.782,19.123,18.854,18.805,4.127
588017948271640733,23.386,21.577,20.158,20.127,20.07,3.958
588017949356327018,20.658,19.076,18.806,18.766,18.84,3.134
588017977820119174,23.355,20.048,19.017,18.932,18.762,3.598
587732154182336828,25.375,21.058,20.245,20.12,20.223,3.546
588015508754268307,21.401,19.176,18.805,18.769,18.708,3.223
587731186738790603,25.261,21.779,20.045,20.036,19.867,3.954
587732579374727446,25.858,20.517,20.192,20.271,20.109,3.266
587732583666483368,21.831,19.742,19.467,19.307,19.455,3.024
588016877756612686,24.544,19.398,18.768,18.455,18.374,3.317
587731679581765793,21.729,19.671,18.604,18.502,18.287,3.683
587731681193754833,25.102,20.874,19.412,19.468,19.505,3.843
587731869633937491,21.54,19.458,18.82,18.37,18.083,3.095
588013383803470203,23.717,21.706,20.269,20.206,20.2,3.901
587731512083218657,24.866,21.465,19.554,19.31,19.302,4.158
588010360157044921,21.551,19.762,19.54,19.495,19.394,3.033
587722982301958447,26.034,20.075,19.68,19.506,19.492,3.394
587732703939199082,21.871,19.411,19.07,19.089,19.015,3.092
587732771576545419,23.953,20.308,19.547,19.407,19.228,3.416
587732772654285020,23.117,20.481,19.241,19.298,19.268,3.684
588017678766833888,24.415,20.811,19.841,19.662,19.671,3.57
587731521199210938,23.418,23.465,20.474,18.948,18.792,4.666
587733399713808499,21.086,19.415,19.182,19.14,19.248,3.065
587733411516711005,20.986,19.209,18.965,18.898,18.924,3.1
587733428160102542,25.886,20.321,19.454,19.398,19.322,3.467
588017605769298143,22.101,20.044,19.752,19.657,19.708,3.08
588017626703986798,25.789,19.118,18.248,18.116,18.048,3.627
587732483817930884,21.763,19.703,19.393,19.273,19.229,3.167
587732484891279523,23.679,20.642,20.068,20.03,19.97,3.21
588016891708637297,21.492,19.824,19.621,19.535,19.471,3.138
588017111293755515,22.342,20.105,19.695,19.611,19.681,3.13
588017116666396858,23.214,20.834,19.566,19.452,19.335,3.622
587726031175024672,19.489,17.723,17.385,17.322,17.27,3.233
