objid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,petroR50_r,petroR90_r,specobjid,specClass,redshift,plate,mjd,fiberid
587722981734285458,166.84478189,-1.07779726,19.181248,17.88806,17.267694,16.913746,16.726723,752,40,1,155,2.801226,5.507508,78472953171279872,2,0.126874,278,51900,201
587722981737431161,174.03571168,-1.06911045,19.415106,17.911903,17.153994,16.731127,16.453934,752,40,1,203,3.34466,7.045671,79597813272412160,2,0.074289,282,51658,100
587722981741363294,182.92525893,-1.09235698,19.044388,17.149191,16.254593,15.822527,15.471344,752,40,1,263,2.695631,7.912694,81006756255236096,2,0.077909,287,52023,204
587722981741363323,182.97011203,-1.21953724,18.395714,16.533554,15.649889,15.214793,14.860472,752,40,1,263,3.346346,8.527256,81006756263624704,2,0.063221,287,52023,206
587722981741428748,183.01998494,-1.20358605,19.296186,18.224833,17.479431,17.085098,16.847851,752,40,1,264,3.410035,7.480487,81006756242653184,2,0.129058,287,52023,201
587722981741428877,183.02862215,-1.07270517,18.763014,17.569967,16.894451,16.439955,16.231716,752,40,1,264,2.589022,6.059341,81006756259430400,2,0.114482,287,52023,205
587722981741625481,183.47399188,-1.23142922,17.653879,16.474611,15.85252,15.490729,15.274401,752,40,1,267,4.134207,10.66237,81006755986800640,2,0.081958,287,52023,140
587722981741625520,183.52620014,-1.16401133,19.089098,17.192511,16.302023,15.879097,15.578588,752,40,1,267,2.104846,5.770724,81006755919691776,2,0.070564,287,52023,124
587722981741625545,183.5668128,-1.13589456,19.347553,17.407707,16.396957,15.924966,15.558602,752,40,1,267,2.580609,6.535895,81006755936468992,2,0.099704,287,52023,128
587722981741625571,183.61265554,-1.12410285,19.259459,18.130003,17.303837,16.857183,16.584999,752,40,1,267,2.792924,6.088089,81006755747725312,2,0.178171,287,52023,83
587722981741756545,183.82603445,-1.1098486,18.27211,16.353931,15.499203,15.078783,14.747936,752,40,1,269,3.681226,11.222818,81006755743531008,2,0.075947,287,52023,82
587722981741756579,183.90190288,-1.17398194,19.34256,17.354006,16.401886,15.947316,15.606216,752,40,1,269,2.36101,6.361002,81006755571564544,2,0.075612,287,52023,41
587722981741822057,183.96938889,-1.20399515,18.667461,17.321793,16.658127,16.270273,16.020996,752,40,1,270,4.009901,8.889085,81006755592536064,2,0.079637,287,52023,46
587722981741887597,184.15296827,-1.08234243,18.491701,17.387661,17.058897,16.869154,16.723375,752,40,1,271,3.797237,8.537767,81006755454124032,2,0.021417,287,52023,13
587722981741887707,184.07739305,-1.06923279,18.840744,17.703798,17.305779,17.107279,17.048492,752,40,1,271,4.913102,11.888646,81006755609313280,2,0.031546,287,52023,50
587722981742018624,184.37075271,-1.06639085,19.248844,18.136908,17.494314,17.111902,16.891426,752,40,1,273,2.024917,4.308052,81288132607082496,2,0.157144,288,52000,242
587722981742018628,184.38335668,-1.08295844,19.405148,17.902868,17.049517,16.61434,16.331259,752,40,1,273,2.495215,6.021772,81288132640636928,2,0.158703,288,52000,250
587722981742018657,184.44056794,-1.19924935,17.753197,16.734282,16.371208,16.08005,15.950588,752,40,1,273,2.511621,6.510353,81288132632248320,2,0.070113,288,52000,248
587722981742018760,184.38804125,-1.19309183,19.337608,18.132719,17.770828,17.526148,17.46771,752,40,1,273,3.608843,7.170321,81288132657414144,2,0.078015,288,52000,254
587722981742084144,184.53564653,-1.06411418,15.926396,14.467468,13.781872,13.431851,13.2083,752,40,1,274,9.084965,22.796059,81288132669997056,2,0.019,288,52000,257
587722981742149718,184.70616986,-1.23694027,17.755869,16.424364,15.854398,15.475801,15.278817,752,40,1,275,5.790624,11.714599,81288132456087552,2,0.069954,288,52000,206
587722981742149730,184.75126255,-1.11489385,19.46384,17.956148,17.18741,16.759054,16.451183,752,40,1,275,2.498913,6.740617,81288132120543232,2,0.120341,288,52000,126
587722981742215305,184.94424961,-1.19994085,18.281212,17.0205,16.340689,15.930616,15.669191,752,40,1,276,2.254702,6.496093,81288132435116032,2,0.084896,288,52000,201
587722981742280762,185.0988339,-1.13547779,19.186586,17.990414,17.235861,16.801548,16.532183,752,40,1,277,3.033273,7.31835,81288131994714112,2,0.118614,288,52000,96
587722981742280799,185.0121558,-1.11144459,19.500534,18.742252,18.265345,17.916826,17.848188,752,40,1,277,1.345975,3.216606,81288131931799552,2,0.157216,288,52000,81
587722981742346376,185.21061305,-1.1032998,19.320518,17.520323,16.43371,16.004557,15.677164,752,40,1,278,3.872243,8.939961,81288131764027392,2,0.132728,288,52000,41
587722981742411864,185.30108237,-1.11506839,18.894445,18.03734,17.467409,17.129768,16.924509,752,40,1,279,2.08821,4.167997,81288131768221696,2,0.108666,288,52000,42
587722981742477511,185.53092591,-1.0750433,19.009777,18.399271,17.639269,17.230377,16.95772,752,40,1,280,2.61828,4.923544,81288131629809664,2,0.1593,288,52000,9
587722981742542937,185.62162371,-1.14413917,19.364861,18.169214,17.536436,17.161715,16.923731,752,40,1,281,2.474555,5.499514,81288131621421056,2,0.080731,288,52000,7
587722981742542953,185.64259313,-1.16981186,18.770842,17.839733,17.426901,17.099882,16.918526,752,40,1,281,2.702425,7.152759,81288131604643840,2,0.061841,288,52000,3
587722981742542969,185.68663848,-1.13703684,18.948256,17.272322,16.411228,16.013313,15.704185,752,40,1,281,2.283054,6.707578,81288131608838144,2,0.066391,288,52000,4
587722981742542976,185.70787129,-1.11003027,19.110277,18.28039,17.786549,17.518713,17.349291,752,40,1,281,1.906939,4.235456,81288131642392576,2,0.146101,288,52000,12
587722981742542987,185.63535103,-1.20989625,17.863211,16.923979,16.475746,16.236601,16.11343,752,40,1,281,6.366532,11.776281,81288131613032448,2,0.049279,288,52000,5
587722981742608474,185.73389911,-1.21334841,19.264851,17.925894,16.999493,16.533461,16.20845,752,40,1,282,3.655516,8.295897,81288131659169792,2,0.146173,288,52000,16
587722981742936201,186.47771203,-1.13339985,19.180113,18.099756,17.8151,17.589331,17.51973,752,40,1,287,2.391258,5.133787,81569564684451840,2,0.048634,289,51990,254
587722981742936247,186.54191963,-1.15645876,17.873348,16.631353,16.100689,15.791179,15.638439,752,40,1,287,4.285627,7.989832,81569564663480320,2,0.042041,289,51990,249
587722981743001771,186.7349684,-1.20011839,18.370623,17.094416,16.491882,16.123575,15.894087,752,40,1,288,3.512038,7.887479,81569564504096768,2,0.072371,289,51990,211
587722981743067266,186.76221687,-1.20675617,19.20248,17.607351,16.784702,16.297028,15.943096,752,40,1,289,2.058299,5.655466,81569564495708160,2,0.072281,289,51990,209
587722981743067296,186.87200698,-1.18472567,19.353161,18.318668,17.76424,17.398354,17.211969,752,40,1,289,2.093155,4.296897,81569564470542336,2,0.150396,289,51990,203
587722981743198320,187.08245895,-1.12766972,19.147671,17.775276,16.981857,16.551306,16.263481,752,40,1,291,2.013916,5.725338,81569564206301184,2,0.114587,289,51990,140
587722981743198327,187.08635207,-1.0675945,18.730808,17.226669,16.527922,16.112677,15.807098,752,40,1,291,3.566078,9.066307,81569564155969536,2,0.080383,289,51990,128
587722981743198333,187.09515323,-1.22300326,18.334841,17.058613,16.443533,16.114893,15.909898,752,40,1,291,4.479611,8.596113,81569564160163840,2,0.114783,289,51990,129
587722981743198342,187.11133184,-1.12886735,18.168392,16.730495,16.062067,15.693233,15.4478,752,40,1,291,5.713983,11.170201,81569564030140416,2,0.072706,289,51990,98
587722981743198442,187.07188526,-1.11582122,18.420343,17.427538,17.130972,16.955511,16.904308,752,40,1,291,4.810649,10.50577,81569564139192320,2,0.032639,289,51990,124
587722981743198493,187.1746445,-1.14374963,19.02335,18.001993,17.630974,17.443003,17.233351,752,40,1,291,3.739513,6.975626,81569563958837248,2,0.042839,289,51990,81
587722981743263847,187.27971217,-1.19338223,18.910635,17.9016,17.555241,17.357449,17.205305,752,40,1,292,1.677709,4.205729,81569563812036608,2,0.032076,289,51990,46
587722981743263878,187.31833802,-1.06205481,18.645914,16.67486,15.763472,15.351248,15.016609,752,40,1,292,3.277538,7.942338,81569563820425216,2,0.08046,289,51990,48
587722981743329454,187.41669541,-1.06252236,19.428766,18.018084,17.227177,16.836967,16.534271,752,40,1,293,2.991642,6.487631,81569563858173952,2,0.159857,289,51990,57
587722981743394927,187.53171955,-1.15970537,18.553543,17.464468,16.996023,16.696928,16.517218,752,40,1,294,2.515732,5.147564,81569563803648000,2,0.071502,289,51990,44
587722981743394975,187.59274418,-1.15336236,19.407259,17.957451,17.229019,16.877369,16.587633,752,40,1,294,1.6281,4.336793,81569563665235968,2,0.092053,289,51990,11
587722981743526073,187.9482097,-1.0580729,19.045784,17.991137,17.683001,17.433117,17.376141,752,40,1,296,2.624066,5.95193,81850829379731456,2,0.083244,290,51941,295
587722981743657103,188.21043106,-1.06042984,19.186491,17.278822,16.378057,15.987136,15.688732,752,40,1,298,2.578515,6.085552,81850829329399808,2,0.071963,290,51941,283
587722981743722704,188.35891644,-1.13787783,19.539639,18.369696,17.747093,17.417109,17.206085,752,40,1,299,2.612494,4.961416,81850829199376384,2,0.163345,290,51941,252
587722981743853730,188.65990959,-1.12338405,19.404497,18.07164,17.429075,17.02459,16.782,752,40,1,301,1.671784,3.584701,81850828998049792,2,0.091495,290,51941,204
587722981743853746,188.70464771,-1.07658877,19.527267,17.486616,16.508387,16.057585,15.732076,752,40,1,301,2.36292,6.654745,81850829002244096,2,0.091546,290,51941,205
587722981744050315,189.08432336,-1.12032411,17.366024,16.154417,15.556687,15.167408,14.94246,752,40,1,304,4.574272,8.88633,81850828675088384,2,0.080909,290,51941,127
587722981744050355,189.0544543,-1.10553222,19.512299,18.104919,17.358709,16.894901,16.57708,752,40,1,304,3.780846,8.849633,81850828729614336,2,0.080866,290,51941,140
587722981744181303,189.39347511,-1.24580875,19.529438,17.387939,16.269289,15.830103,15.462326,752,40,1,306,2.876634,8.294902,81850828385681408,2,0.135346,290,51941,58
587722981744181387,189.4411248,-1.23812995,19.086241,16.970293,15.846819,15.391366,15.0143,752,40,1,306,3.268264,10.494125,81850828326961152,2,0.135323,290,51941,44
587722981744378094,189.78743968,-1.09634371,19.342232,17.98167,17.430056,17.12401,16.90604,752,40,1,309,3.882101,7.63847,81850828171771904,2,0.048293,290,51941,7
587722981744509013,190.10536552,-1.11759936,18.481119,16.649033,15.765121,15.31057,14.988464,752,40,1,311,3.321352,8.684871,82132248324734976,2,0.071609,291,51928,248
587722981744574488,190.22726035,-1.12265127,19.473572,18.329664,17.516935,17.158625,16.981218,752,40,1,312,1.485129,4.68023,82132248333123584,1,-7.54327E-5,291,51928,250
587722981744640069,190.48451136,-1.14227765,19.07856,17.811108,17.170372,16.818897,16.601982,752,40,1,313,3.306284,6.221349,82132248370872320,2,0.089504,291,51928,259
587722981744640156,190.4410445,-1.10006127,19.006203,17.334728,16.521442,16.097795,15.796035,752,40,1,313,3.475829,8.108458,82132248320540672,2,0.070258,291,51928,247
587722981744640177,190.49616026,-1.17888164,16.943611,15.808778,15.348527,15.110187,14.924126,752,40,1,313,5.506304,11.828279,82132248316346368,2,0.023764,291,51928,246
587722981744705719,190.65012066,-1.23177105,19.037775,17.114702,16.18891,15.745637,15.386371,752,40,1,314,2.541821,7.992715,82132248203100160,2,0.072072,291,51928,219
587722981744771128,190.73857899,-1.22942345,15.548224,14.13763,13.456943,13.112349,12.859152,752,40,1,315,18.787832,43.89772,82132247821418496,2,0.010819,291,51928,128
587722981744771278,190.78983689,-1.20958077,19.231749,18.158215,17.785126,17.641861,17.508718,752,40,1,315,2.01173,5.219467,82132247808835584,2,0.010158,291,51928,125
587722981744836744,190.81829601,-1.19032513,19.447617,18.142826,17.25498,16.822395,16.531382,752,40,1,316,2.478113,5.329374,82132247800446976,2,0.171959,291,51928,123
587722981744836751,190.82349535,-1.10839012,19.164595,17.337191,16.412872,16.008238,15.674491,752,40,1,316,1.835345,5.419592,82132247817224192,2,0.088475,291,51928,127
587722981744836773,190.85840029,-1.10659728,18.376923,16.851051,15.981008,15.558464,15.241858,752,40,1,316,3.967843,9.466367,82132247662034944,2,0.128973,291,51928,90
587722981744902320,191.03044109,-1.05282799,19.183275,17.907753,17.323769,16.965244,16.735697,752,40,1,317,2.914622,6.659587,82132247674617856,2,0.068308,291,51928,93
587722981744967811,191.18443581,-1.07430798,19.36153,18.042297,17.303862,16.838074,16.580021,752,40,1,318,2.231124,5.698394,82132247485874176,2,0.143732,291,51928,48
587722981745230031,191.76845219,-1.21476953,18.711098,17.615051,17.018936,16.654152,16.432922,752,40,1,322,2.17553,4.548284,82412353399816192,2,0.109633,292,51609,294
587722981745295552,191.9707724,-1.18584454,17.381346,15.881178,15.132768,14.722395,14.406494,752,40,1,323,9.300726,22.432047,82412353202683904,2,0.02338,292,51609,247
587722981745361088,192.12161824,-1.06606091,18.374836,17.008678,16.281553,15.830193,15.543251,752,40,1,324,2.854373,7.374247,82412353215266816,2,0.084319,292,51609,250
587722981745426489,192.2496526,-1.15983717,17.601606,16.024977,15.301988,14.835456,14.621734,752,40,1,325,3.665438,11.170732,82412353081049088,2,0.088724,292,51609,218
587722981745426524,192.15732156,-1.10392473,19.01757,17.576284,16.824118,16.406395,16.128719,752,40,1,325,2.791633,5.971818,82412353236238336,2,0.08375,292,51609,255
587722981745426534,192.18461692,-1.20378396,19.05986,17.383663,16.511917,16.089554,15.79559,752,40,1,325,3.550495,7.56802,82412353030717440,2,0.08298,292,51609,206
587722981745492114,192.37505499,-1.1402051,19.081678,17.823864,16.91544,16.451162,16.167406,752,40,1,326,2.877717,6.726336,82412353043300352,2,0.188457,292,51609,209
587722981745492138,192.40602376,-1.23868489,19.121954,17.33909,16.513468,16.129463,15.845394,752,40,1,326,1.369074,4.00887,82412353034911744,2,0.08629,292,51609,207
587722981745492147,192.42447856,-1.23527395,19.481897,18.068054,17.367941,16.966286,16.709373,752,40,1,326,2.712505,6.602175,82412352686784512,2,0.087685,292,51609,124
587722981745492158,192.44311839,-1.18765779,18.043842,17.006891,16.652525,16.398333,16.247215,752,40,1,326,2.737268,6.451044,82412352699367424,2,0.046909,292,51609,127
587722981745557634,192.4677123,-1.0697528,19.18041,17.301542,16.395914,15.974686,15.659136,752,40,1,327,2.253486,7.184855,82412352732921856,2,0.083715,292,51609,135
587722981745688772,192.86319782,-1.05010205,19.204803,17.269739,16.295851,15.862004,15.510566,752,40,1,329,2.529723,7.893653,82412352565149696,2,0.094134,292,51609,95
587722981745754286,193.02953115,-1.05992214,19.287136,18.144344,17.600723,17.273306,17.064913,752,40,1,330,2.508527,5.669686,82412352359628800,2,0.087427,292,51609,46
587722981746016481,193.58401725,-1.07562696,18.134171,16.939512,16.469063,16.165058,15.969203,752,40,1,334,4.248159,8.766909,82695481901187072,2,0.057538,293,51994,285
587722981746081904,193.66426546,-1.08320905,19.230158,18.117157,17.699537,17.385807,17.253721,752,40,1,335,1.668357,3.733556,82695481884409856,2,0.070734,293,51994,281
587722981746344080,194.32360252,-1.14057506,19.250671,17.278717,16.314966,15.885672,15.530312,752,40,1,339,1.886775,5.945591,82695481574031360,2,0.09665,293,51994,207
587722981746409653,194.41897849,-1.15696626,19.538105,18.292402,17.618048,17.253981,17.010393,752,40,1,340,2.923262,5.726496,82695481561448448,2,0.121207,293,51994,204
587722981746540704,194.76512979,-1.22358363,19.17565,17.611269,16.836016,16.357574,16.070936,752,40,1,342,2.605639,7.610772,82695481116852224,2,0.083066,293,51994,98
587722981746540707,194.77599613,-1.09104604,18.702271,17.528524,16.977554,16.584705,16.381832,752,40,1,342,2.093841,4.519341,82695481049743360,2,0.080681,293,51994,82
587722981746606197,194.96077706,-1.19117825,19.045755,17.937347,17.411816,17.065323,16.936291,752,40,1,343,2.536637,5.475754,82695481083297792,2,0.087847,293,51994,90
587722981746606268,194.97122179,-1.14889189,18.96855,17.646915,16.947163,16.521099,16.293787,752,40,1,343,3.478684,7.652239,82695481087492096,2,0.122126,293,51994,91
587722981746671852,195.06318408,-1.22986146,19.108038,18.087254,17.689354,17.402317,17.326708,752,40,1,344,1.916936,3.851387,82695480898748416,2,0.088502,293,51994,46
587722981746671877,195.12203281,-1.10430796,19.587652,17.776596,16.921326,16.52537,16.240948,752,40,1,344,1.651954,4.829492,82695480890359808,2,0.083594,293,51994,44
587722981746671972,195.11649429,-1.06611144,19.571527,18.253893,17.267471,16.794691,16.466122,752,40,1,344,2.457404,6.117041,82695480915525632,2,0.200689,293,51994,50
587722981746737325,195.22703298,-1.22423866,19.438477,18.275076,17.863859,17.583517,17.480932,752,40,1,345,2.390614,5.271508,82695480886165504,2,0.047369,293,51994,43
587722981746802823,195.33353901,-1.19271904,19.488451,17.605009,16.555798,16.103338,15.799016,752,40,1,346,2.51023,7.360778,82695480714199040,2,0.159501,293,51994,2
587722981746933802,195.60806634,-1.0864361,18.917473,18.181374,17.443089,17.03013,16.855955,752,40,1,348,1.461447,4.362875,82976922576879616,2,0.234969,294,51986,299
587722981746999500,195.88520687,-1.18054091,18.315054,16.858377,16.119875,15.742505,15.487354,752,40,1,349,2.488576,6.857289,82976922341998592,2,0.086466,294,51986,243
587722981747195957,196.24296215,-1.09058325,18.943197,17.177267,16.280624,15.852814,15.59422,752,40,1,352,3.84189,8.002942,82976922178420736,2,0.086156,294,51986,204
587722981747196080,196.25972033,-1.17861927,18.358511,16.729727,15.901423,15.48147,15.210087,752,40,1,352,4.299062,10.197244,82976922203586560,2,0.085735,294,51986,210
587722981747392587,196.77352555,-1.1768413,16.261381,15.092519,14.485826,14.237844,13.963184,752,40,1,355,6.621345,13.674608,82976921855459328,2,0.018678,294,51986,127
587722981747458159,196.83232211,-1.10495117,19.469007,17.805494,16.911808,16.473038,16.169378,752,40,1,356,2.76733,7.129286,82976921838682112,2,0.08586,294,51986,123
587722981747458177,196.87183705,-1.05425901,18.463095,17.325483,16.705336,16.270266,16.047195,752,40,1,356,2.351267,5.623488,82976921675104256,2,0.085189,294,51986,84
587722981747589246,197.08852764,-1.21883434,18.377916,16.892136,16.209574,15.854871,15.588184,752,40,1,358,2.246592,6.614878,82976921662521344,2,0.118053,294,51986,81
587722981747589302,197.16103433,-1.21960911,19.34803,17.427605,16.365932,15.940209,15.595599,752,40,1,358,2.043264,6.567349,82976921494749184,2,0.113024,294,51986,41
587722981747654761,197.36470902,-1.06141538,18.24309,16.62715,15.822598,15.355187,15.047352,752,40,1,359,2.328016,7.490746,82976921368920064,2,0.074767,294,51986,11
587722981748244660,198.72067368,-1.08387785,19.471344,18.178211,17.521322,17.145422,16.91387,752,40,1,368,1.984284,4.552082,83258392201658368,2,0.111706,295,51985,47
587722981748375756,198.96840578,-1.10544139,18.451834,17.25967,16.649233,16.238028,16.044069,752,40,1,370,2.673172,5.908849,83258392239407104,2,0.110513,295,51985,56
587722982274498694,174.43874184,-0.80184016,19.090969,18.000582,17.694025,17.521803,17.393227,752,40,2,206,3.655957,7.610538,79597813104640000,2,0.045888,282,51658,60
587722982276726904,179.57343948,-0.63417256,19.416082,18.270685,17.686821,17.324232,17.118328,752,40,2,240,2.648725,5.643334,80443407020851200,2,0.121,285,51930,240
587722982277251145,180.65497642,-0.7046863,18.874296,17.859983,17.358599,17.055725,16.907166,752,40,2,248,3.438042,8.176823,80443406274265088,2,0.098797,285,51930,62
587722982278234125,182.89697399,-0.69958014,18.523857,17.58395,17.354923,17.151302,17.006657,752,40,2,263,1.336276,3.247054,81006756364288000,2,0.035121,287,52023,230
587722982278299721,183.01900769,-0.65384376,18.578833,16.901346,16.001831,15.494843,15.166896,752,40,2,264,3.265974,9.027359,81006756347510784,2,0.072236,287,52023,226
587722982278299765,183.11653859,-0.64982558,19.008869,17.844679,17.308516,16.962379,16.73123,752,40,2,264,2.94917,6.234312,81006756368482304,2,0.095433,287,52023,231
587722982278365259,183.21094096,-0.83700241,17.930302,16.165636,15.395748,15.01975,14.722503,752,40,2,265,2.761808,8.069239,81006756313956352,2,0.035008,287,52023,218
587722982278430881,183.43852735,-0.83456296,18.68713,17.529942,17.054522,16.699329,16.517309,752,40,2,266,2.676264,6.812838,81006755965829120,2,0.050815,287,52023,135
587722982278496370,183.50707892,-0.77014705,19.063293,18.079206,17.513718,17.131536,17.029816,752,40,2,267,1.912497,3.906159,81006755949051904,2,0.178938,287,52023,131
587722982278496402,183.51776293,-0.74496424,18.690811,17.790318,17.544296,17.24682,17.23448,752,40,2,267,2.337333,4.775197,81006756020355072,2,0.078846,287,52023,148
587722982278496424,183.54716272,-0.83157081,16.834146,15.590723,15.10046,14.842546,14.630517,752,40,2,267,7.927265,17.4762,81006755814834176,2,0.024864,287,52023,99
587722982278561945,183.74599196,-0.74868599,19.16428,17.883121,17.193748,16.824295,16.583897,752,40,2,268,2.5763,5.287423,81288132900683776,2,0.124064,288,52000,312
587722982278693005,184.03322868,-0.7311568,19.402534,17.980291,17.201159,16.83926,16.538919,752,40,2,270,1.630039,5.298739,81006755617701888,2,0.083846,287,52023,52
587722982278693046,183.99570399,-0.64382871,19.087755,18.02058,17.489948,17.216475,16.992384,752,40,2,270,3.772519,7.845089,81288132690968576,2,0.07029,288,52000,262
587722982278693152,184.04450667,-0.80908888,19.473118,18.200878,17.636791,17.352049,17.137775,752,40,2,270,3.435197,6.569947,81288132816797696,2,0.071079,288,52000,292
587722982278758425,184.12538668,-0.82067876,18.665487,17.601151,16.994198,16.620047,16.421783,752,40,2,271,2.56683,5.564732,81288132850352128,2,0.069893,288,52000,300
587722982278758539,184.1443591,-0.72667477,19.288172,18.230783,17.647758,17.28772,17.075714,752,40,2,271,2.186484,5.104108,81006755403792384,2,0.118507,287,52023,1
587722982278758552,184.17763079,-0.79651401,18.979748,17.160534,16.230209,15.813068,15.495275,752,40,2,271,3.966234,8.876622,81006755470901248,2,0.071855,287,52023,17
587722982278758580,184.20460114,-0.7417948,17.739017,15.760312,14.816797,14.392037,14.050961,752,40,2,271,4.930199,15.554992,81006755433152512,2,0.070788,287,52023,8
587722982278758704,184.14764777,-0.70979189,19.168465,18.154619,17.754902,17.627834,17.42548,752,40,2,271,3.820766,9.183686,81006755684810752,2,0.021076,287,52023,68
587722982278824126,184.25172077,-0.74918074,19.20278,17.243336,16.291023,15.800276,15.381135,752,40,2,272,3.127866,8.927662,81006755437346816,2,0.068452,287,52023,9
587722982278824192,184.35446283,-0.77654091,19.487732,17.527525,16.507355,16.0676,15.693018,752,40,2,272,2.513441,6.504681,81006755412180992,2,0.118884,287,52023,3
587722982278824201,184.3586255,-0.69355211,19.265387,18.030716,17.231876,16.813053,16.532291,752,40,2,272,2.728107,6.550398,81288132548362240,2,0.196512,288,52000,228
587722982278889560,184.36581145,-0.7804818,18.497297,16.666273,15.839538,15.421538,15.141018,752,40,2,273,3.2061,7.937845,81288132682579968,2,0.069901,288,52000,260
587722982278889579,184.37995723,-0.80956157,17.718178,16.156076,15.425958,15.028811,14.779434,752,40,2,273,6.038487,13.472733,81006755479289856,2,0.070513,287,52023,19
587722982278889583,184.38868504,-0.68613632,19.36668,18.713478,18.353977,18.050732,18.035309,752,40,2,273,1.601306,4.027617,81006755512844288,2,0.189489,287,52023,27
587722982278889604,184.42787632,-0.8190381,19.544231,18.098373,17.330877,16.930412,16.625607,752,40,2,273,2.53419,5.300028,81288132649025536,2,0.119696,288,52000,252
587722982278889623,184.47038104,-0.65722452,16.525379,15.280475,14.636491,14.299405,14.028926,752,40,2,273,5.192608,11.554147,81288132544167936,2,0.029644,288,52000,227
587722982278889769,184.47820436,-0.74474582,19.161316,18.038151,17.737875,17.575323,17.722612,752,40,2,273,4.804425,10.229086,81288132556750848,2,0.021204,288,52000,230
587722982279020629,184.68640456,-0.81827851,19.044146,17.705847,17.029539,16.694838,16.422544,752,40,2,275,1.629169,3.344679,81288132158291968,2,0.034613,288,52000,135
587722982279217271,185.12046738,-0.68816312,19.500816,17.529173,16.609554,16.19157,15.848882,752,40,2,278,2.163869,5.889977,81288132191846400,2,0.072757,288,52000,143
587722982279217349,185.24739412,-0.65099766,19.210068,18.213673,17.948631,17.677715,17.629295,752,40,2,278,1.795091,4.134976,81288131831136256,2,0.078238,288,52000,57
587722982279217361,185.25437402,-0.81457117,19.52454,18.109417,17.498947,17.082729,16.760788,752,40,2,278,2.720683,6.077817,81288131810164736,2,0.062058,288,52000,52
587722982279282858,185.3985672,-0.70289815,19.452763,17.995543,17.227812,16.784908,16.448511,752,40,2,279,2.275134,5.148077,81288131852107776,2,0.039941,288,52000,62
587722982279282959,185.37413998,-0.71078143,19.089411,18.041689,17.738083,17.6066,17.612734,752,40,2,279,4.027253,8.128673,81288131915022336,2,0.039855,288,52000,77
587722982279413903,185.62720269,-0.68272529,18.283709,17.365726,16.992056,16.754662,16.563406,752,40,2,281,2.859012,6.296219,81569564818669568,2,0.030274,289,51990,286
587722982279413998,185.57166477,-0.71398318,19.160011,17.927979,17.295462,16.934441,16.723892,752,40,2,281,3.582455,6.720437,81569564856418304,2,0.07341,289,51990,295
587722982279610435,186.09893081,-0.69303382,17.8878,16.12376,15.34661,14.965845,14.674761,752,40,2,284,2.272272,6.431468,81288131709501440,2,0.025301,288,52000,28
587722982279741614,186.4248241,-0.7346698,19.404333,17.929476,17.054979,16.66923,16.325314,752,40,2,286,2.774907,7.142132,81569564688646144,2,0.103686,289,51990,255
587722982279807091,186.51448702,-0.70693573,19.462473,17.795362,16.850475,16.418728,16.117867,752,40,2,287,2.762253,7.150545,81569564671868928,2,0.103453,289,51990,251
587722982279807130,186.57546078,-0.69713482,19.177622,18.244022,17.749084,17.460875,17.298824,752,40,2,287,2.464499,5.258575,81569564705423360,2,0.148172,289,51990,259
587722982279938200,186.83591556,-0.69584332,19.130732,17.734818,16.884623,16.454838,16.163748,752,40,2,289,2.285204,5.853344,81569564529262592,2,0.151663,289,51990,217
587722982280003676,187.04759079,-0.63602538,19.014605,17.148329,16.288401,15.874075,15.581423,752,40,2,290,2.754121,7.04955,81569564176941056,2,0.072705,289,51990,133
587722982280069243,187.13170925,-0.81237995,19.414473,18.113577,17.661587,17.331568,17.221998,752,40,2,291,2.862241,7.289882,81569564013363200,2,0.071862,289,51990,94
587722982280069271,187.15836264,-0.78005875,18.375553,17.275269,16.962452,16.701557,16.572639,752,40,2,291,3.761947,9.279804,81569564021751808,2,0.043054,289,51990,96
587722982280134771,187.24380843,-0.71369079,18.560289,17.344658,16.798838,16.467163,16.242067,752,40,2,292,2.680519,6.967142,81569564000780288,2,0.043069,289,51990,91
587722982280200367,187.43423051,-0.71825916,19.367561,18.067896,17.292959,16.861162,16.585663,752,40,2,293,2.522762,6.621433,81569563870756864,2,0.143765,289,51990,60
587722982280265881,187.61723941,-0.73385862,19.126162,18.861481,18.284334,17.844967,17.637077,752,40,2,294,1.351388,3.080049,81569563623292928,3,0.236288,289,51990,1
587722982280331480,187.77840738,-0.70639663,19.305544,17.978096,17.308186,16.939064,16.634037,752,40,2,295,1.794657,4.837769,81850829484589056,2,0.06067,290,51941,320
587722982280462410,187.97315177,-0.74354879,18.627916,17.735327,17.382704,17.111288,16.9706,752,40,2,297,2.150248,4.989192,81569563661041664,2,0.048241,289,51990,10
587722982280462511,188.07898928,-0.67369178,19.093616,17.997314,17.123949,16.670771,16.431677,752,40,2,297,3.493893,7.814473,81850829425868800,2,0.196108,290,51941,306
587722982280528042,188.24852597,-0.69953009,18.285234,16.657448,15.89487,15.520122,15.282119,752,40,2,298,3.149655,9.458207,81850829287456768,2,0.02409,290,51941,273
587722982280593602,188.37277769,-0.76480031,19.001957,17.03196,16.093958,15.643107,15.301676,752,40,2,299,2.120756,5.637135,81850829228736512,2,0.072346,290,51941,259
587722982280593611,188.38393133,-0.69206406,19.280285,17.393583,16.489967,16.04788,15.726303,752,40,2,299,1.432673,3.987788,81850829165821952,2,0.071677,290,51941,244
